Test - BI (Search)
1 de agosto de 2026 - 31 de agosto de 2026
Día,Campaña,Tipo de campaña,Estado de la campaña,Red (con asociados de búsqueda),Tipo de estrategia de oferta de la campaña,Impr.,Clics,Conversiones,Valor de conv.,Código de moneda,Costo
2026-08-13,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,5,1,0.00,0.00,USD,0.02
2026-08-13,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,USD,0.00
2026-08-13,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"20,476",325,0.00,0.00,USD,12.69
2026-08-13,CO_OTT_PERF_GOOGLE ADS_Deportes-CONV__Search Ads _PROSP,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,USD,0.00
2026-08-13,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,92,5,0.00,0.00,USD,0.06
2026-08-13,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,14,0,0.00,0.00,USD,0.00
2026-08-13,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"17,759",467,0.00,0.00,USD,12.79
2026-08-13,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,5,0,0.00,0.00,USD,0.00
2026-08-13,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,21,2,0.00,0.00,USD,0.18
2026-08-13,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,55,1,0.00,0.00,USD,0.01
2026-08-13,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar clics,3,0,0.00,0.00,USD,0.00
2026-08-13,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,15,1,0.00,0.00,USD,0.04
2026-08-14,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,389","2,848",36.22,"2,445.45",USD,380.22
2026-08-14,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,578",143,1.03,61.72,USD,42.90
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,061",210,1.39,"49,996.73",USD,62.56
2026-08-14,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"19,917",459,0.00,0.00,USD,64.50
2026-08-14,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,148",386,7.34,"1,598,000.00",USD,451.51
2026-08-14,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,043",741,18.40,"1,044.44",USD,57.36
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"4,716",211,3.10,"313,705.60",USD,68.04
2026-08-14,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"1,158",64,0.00,0.00,USD,5.10
2026-08-14,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,813",150,3.00,"799,000.00",USD,57.06
2026-08-14,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,978,121,5.03,570.22,USD,23.26
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,295",299,10.46,"94,535.32",USD,172.44
2026-08-14,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,10,1,0.00,0.00,USD,0.01
2026-08-14,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,10,0,0.00,0.00,USD,0.00
2026-08-14,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"20,357",360,0.00,0.00,USD,15.75
2026-08-14,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-14,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,56,4,0.00,0.00,USD,0.14
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,33,0,0.00,0.00,USD,0.00
2026-08-14,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"11,912",268,0.00,0.00,USD,9.44
2026-08-14,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,11,0,0.00,0.00,USD,0.00
2026-08-14,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,33,1,0.00,0.00,USD,0.02
2026-08-14,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,79,1,0.00,0.00,USD,0.01
2026-08-14,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar clics,3,0,0.00,0.00,USD,0.00
2026-08-14,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,2,1,0.00,0.00,USD,0.01
2026-08-15,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"10,697","4,335",125.20,"8,074.21",USD,577.87
2026-08-15,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,147",321,18.95,819.37,USD,97.40
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,267",144,2.10,"210,779.04",USD,63.76
2026-08-15,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"9,268",256,2.00,"183,883.10",USD,23.47
2026-08-15,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,183",626,16.16,"778,900.00",USD,663.94
2026-08-15,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,266",592,22.22,"1,982.49",USD,60.05
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,888",246,2.39,"225,730.54",USD,89.93
2026-08-15,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"4,222",184,0.00,0.00,USD,18.89
2026-08-15,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,326",405,10.30,"3,010,780.21",USD,158.91
2026-08-15,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,172",210,6.93,678.93,USD,26.09
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,401",380,10.19,"22,834.31",USD,172.01
2026-08-15,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,23,2,0.00,0.00,USD,0.04
2026-08-15,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,11,1,0.00,0.00,USD,0.02
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,3,0,0.00,0.00,USD,0.00
2026-08-15,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"38,526",905,0.00,0.00,USD,27.90
2026-08-15,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-15,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,48,1,0.00,0.00,USD,0.01
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,27,0,0.00,0.00,USD,0.00
2026-08-15,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"17,155",498,0.00,0.00,USD,16.75
2026-08-15,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,23,0,0.00,0.00,USD,0.00
2026-08-15,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,32,0,0.00,0.00,USD,0.00
2026-08-15,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,67,0,0.00,0.00,USD,0.00
2026-08-15,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,4,0,0.00,0.00,USD,0.00
2026-08-16,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"8,885","4,646",123.34,"7,800.35",USD,431.61
2026-08-16,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"8,344",448,12.05,604.97,USD,152.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,284",154,7.08,"705,177.77",USD,62.08
2026-08-16,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"17,044",610,0.00,0.00,USD,55.20
2026-08-16,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"9,504",778,9.25,"576,853.45",USD,744.20
2026-08-16,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,312",682,28.37,"2,352.78",USD,65.56
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,866",279,0.98,"75,161.66",USD,80.50
2026-08-16,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"2,455",133,2.00,149.45,USD,9.77
2026-08-16,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"12,120",651,9.17,"2,690,188.30",USD,287.78
2026-08-16,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,820,98,4.38,426.77,USD,27.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,622",400,15.41,"390,095.70",USD,182.41
2026-08-16,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,7,1,0.00,0.00,USD,0.03
2026-08-16,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,11,0,0.00,0.00,USD,0.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,3,0,0.00,0.00,USD,0.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"44,233",938,0.00,0.00,USD,27.73
2026-08-16,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,37,5,1.00,21.90,USD,0.32
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,17,0,0.00,0.00,USD,0.00
2026-08-16,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"20,459",506,0.00,0.00,USD,14.19
2026-08-16,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,37,2,0.00,0.00,USD,0.06
2026-08-16,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,59,0,0.00,0.00,USD,0.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,36,0,0.00,0.00,USD,0.00
2026-08-16,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar clics,1,0,0.00,0.00,USD,0.00
2026-08-16,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,1,0,0.00,0.00,USD,0.00
2026-08-17,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,603","2,660",50.04,"3,686.29",USD,441.18
2026-08-17,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,016",94,2.99,158.40,USD,28.74
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,161",217,0.00,0.00,USD,72.57
2026-08-17,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"3,912",123,0.00,0.00,USD,12.31
2026-08-17,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,273",549,13.88,"801,010.40",USD,601.87
2026-08-17,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,977,659,21.76,"2,128.21",USD,55.66
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,912",108,3.00,"279,300.00",USD,34.08
2026-08-17,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,730,89,2.26,122.50,USD,5.90
2026-08-17,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,644",186,5.04,"845,150.84",USD,53.70
2026-08-17,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,908,90,0.00,0.00,USD,20.65
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"6,700",328,5.00,"52,518.50",USD,188.23
2026-08-17,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,16,1,0.00,0.00,USD,0.01
2026-08-17,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,USD,0.00
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,6,0,0.00,0.00,USD,0.00
2026-08-17,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"13,657",165,0.00,0.00,USD,4.65
2026-08-17,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,29,4,0.00,0.00,USD,0.04
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,8,0,0.00,0.00,USD,0.00
2026-08-17,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"4,898",76,0.00,0.00,USD,2.03
2026-08-17,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,13,0,0.00,0.00,USD,0.00
2026-08-17,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,30,0,0.00,0.00,USD,0.00
2026-08-17,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,73,0,0.00,0.00,USD,0.00
2026-08-17,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar clics,22,0,0.00,0.00,USD,0.00
2026-08-17,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar conversiones,4,0,0.00,0.00,USD,0.00
2026-08-18,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"9,388","3,239",53.98,"3,804.72",USD,496.87
2026-08-18,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,580",219,2.00,99.95,USD,72.80
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,870,178,3.98,"418,186.81",USD,63.33
2026-08-18,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"14,488",516,0.00,0.00,USD,63.92
2026-08-18,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,860",169,1.00,"59,900.00",USD,185.75
2026-08-18,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,347",895,19.96,"1,279.85",USD,75.70
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"3,154",175,1.08,"122,888.87",USD,61.95
2026-08-18,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"1,364",156,1.00,9.90,USD,9.65
2026-08-18,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,985,47,0.00,0.00,USD,20.60
2026-08-18,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,129",113,5.80,574.86,USD,30.68
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"7,230",326,13.64,"190,573.67",USD,183.16
2026-08-18,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,20,5,0.00,0.00,USD,0.08
2026-08-18,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,8,0,0.00,0.00,USD,0.00
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,11,0,0.00,0.00,USD,0.00
2026-08-18,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"17,072",307,0.00,0.00,USD,11.24
2026-08-18,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,74,3,0.00,0.00,USD,0.03
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,10,0,0.00,0.00,USD,0.00
2026-08-18,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar clics,"8,128",225,0.00,0.00,USD,6.35
2026-08-18,CO_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,2,0,0.00,0.00,USD,0.00
2026-08-18,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads_2025,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,23,0,0.00,0.00,USD,0.00
2026-08-18,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_COMP_Search Ads _,Búsqueda,Habilitada,Asociados de búsqueda,Maximizar conversiones,68,1,0.00,0.00,USD,0.01
2026-08-18,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Red de Display de Google,Maximizar clics,18,0,0.00,0.00,USD,0.00
2026-08-19,PE_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"9,102","3,677",74.80,"5,116.01",USD,567.43
2026-08-19,PE_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"5,132",360,12.12,"1,418.88",USD,127.16
2026-08-19,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,901,211,3.03,"287,237.96",USD,67.45
2026-08-19,CL_OTT_PERF_GOOGLE ADS_Deportes-CONV_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,"10,525",382,0.00,0.00,USD,47.39
2026-08-19,EC_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_BRAND_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"1,419",614,11.37,816.45,USD,61.82
2026-08-19,CL_OTT_PERF_GOOGLE ADS_AlwaysOn-CONV_CONS_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar conversiones,"2,756",151,0.00,0.00,USD,48.44
2026-08-19,EC_OTT_PERF_GOOGLE ADS_Deportes-TRAF_Search Ads,Búsqueda,Habilitada,Búsqueda de Google,Maximizar clics,944,154,13.03,969.58,USD,7.82
